rental_id,date,hour,minute,user_id,station_id,duration_minutes
R018838,2017-01-15,5,39,U0381,S094,49
R018839,2017-01-15,5,10,U0839,S040,49
R018840,2017-01-15,5,28,U0621,S003,27
R018841,2017-01-15,5,48,U0114,S100,59
R018842,2017-01-15,5,54,U0125,S059,27
R018843,2017-01-15,5,0,U0129,S013,33
R018844,2017-01-15,5,53,U0465,S070,15
R018845,2017-01-15,5,50,U0425,S099,56
R018846,2017-01-15,5,39,U0817,S092,19
R018847,2017-01-15,5,59,U0095,S048,45
R018848,2017-01-15,5,43,U0808,S029,51
R018849,2017-01-15,5,37,U0494,S030,60
R018850,2017-01-15,5,13,U0973,S015,19
R018851,2017-01-15,5,46,U0400,S098,52
R018852,2017-01-15,5,3,U0484,S010,34
R018853,2017-01-15,5,26,U0237,S044,32
R018854,2017-01-15,5,51,U0371,S052,59
R018855,2017-01-15,5,30,U0047,S038,60
R018856,2017-01-15,5,27,U0729,S090,36
R018857,2017-01-15,5,40,U0728,S065,55
R018858,2017-01-15,5,16,U0789,S029,38
R018859,2017-01-15,5,8,U0566,S042,45
R018860,2017-01-15,5,3,U0041,S054,42
R018861,2017-01-15,5,40,U0996,S023,39
R018862,2017-01-15,5,45,U0099,S095,52
R018863,2017-01-15,5,44,U0641,S072,60
R018864,2017-01-15,5,50,U0157,S059,39
R018865,2017-01-15,5,7,U0250,S044,24
R018866,2017-01-15,5,46,U0505,S025,37
R018867,2017-01-15,5,49,U0142,S088,27
R018868,2017-01-15,5,5,U0824,S014,41
R018869,2017-01-15,5,31,U0832,S100,43
R018870,2017-01-15,5,58,U0466,S066,21
R018871,2017-01-15,5,48,U0462,S034,21
R018872,2017-01-15,5,53,U0280,S070,46
R018873,2017-01-15,5,44,U0223,S031,22
R018874,2017-01-15,5,55,U0975,S031,23
R018875,2017-01-15,5,15,U0963,S049,17
R018876,2017-01-15,5,4,U0397,S037,29
R018877,2017-01-15,5,2,U0382,S073,34
R018878,2017-01-15,5,4,U0306,S020,38
R018879,2017-01-15,5,2,U0957,S015,59
R018880,2017-01-15,5,39,U0466,S045,45
R018881,2017-01-15,5,55,U0002,S020,59
R018882,2017-01-15,5,7,U0140,S091,32
R018883,2017-01-15,5,1,U0511,S076,22
R018884,2017-01-15,5,43,U0682,S054,55
R018885,2017-01-15,5,49,U0495,S033,43
R018886,2017-01-15,5,16,U0188,S047,36
R018887,2017-01-15,5,25,U0724,S067,39
R018888,2017-01-15,5,2,U0361,S060,37
R018889,2017-01-15,5,3,U0353,S097,54
R018890,2017-01-15,5,52,U0877,S009,26
R018891,2017-01-15,5,21,U0085,S049,28
R018892,2017-01-15,5,11,U0895,S050,15
R018893,2017-01-15,5,41,U0365,S025,18
R018894,2017-01-15,5,59,U0147,S084,23
R018895,2017-01-15,5,2,U0849,S079,26
R018896,2017-01-15,5,19,U0487,S027,33
R018897,2017-01-15,5,37,U0091,S092,26
R018898,2017-01-15,5,21,U0211,S007,23
R018899,2017-01-15,5,52,U0353,S027,29
R018900,2017-01-15,5,24,U0439,S017,43
R018901,2017-01-15,5,57,U0242,S021,20
R018902,2017-01-15,5,26,U0775,S013,40
R018903,2017-01-15,5,34,U0971,S056,39
R018904,2017-01-15,5,51,U0008,S098,34
R018905,2017-01-15,5,25,U0102,S071,29
R018906,2017-01-15,5,45,U0715,S092,28
R018907,2017-01-15,5,22,U0982,S066,57
R018908,2017-01-15,5,5,U0124,S006,27
R018909,2017-01-15,5,1,U0238,S060,59
R018910,2017-01-15,6,52,U0352,S009,32
R018911,2017-01-15,6,5,U0606,S010,29
R018912,2017-01-15,6,32,U0901,S052,49
R018913,2017-01-15,6,53,U0648,S005,23
R018914,2017-01-15,6,46,U0578,S094,43
R018915,2017-01-15,6,13,U0225,S066,40
R018916,2017-01-15,6,56,U0526,S034,33
R018917,2017-01-15,6,58,U0776,S087,57
R018918,2017-01-15,6,46,U0686,S060,40
R018919,2017-01-15,6,20,U0306,S070,22
R018920,2017-01-15,6,0,U0154,S088,23
R018921,2017-01-15,6,28,U0505,S016,28
R018922,2017-01-15,6,15,U0830,S072,53
R018923,2017-01-15,6,39,U0932,S021,37
R018924,2017-01-15,6,32,U0247,S019,35
R018925,2017-01-15,6,19,U0881,S021,31
R018926,2017-01-15,6,34,U0630,S028,38
R018927,2017-01-15,6,40,U0202,S083,55
R018928,2017-01-15,6,20,U0012,S092,24
R018929,2017-01-15,6,21,U0277,S035,36
R018930,2017-01-15,6,0,U0550,S087,51
R018931,2017-01-15,6,23,U0384,S035,22
R018932,2017-01-15,6,2,U0306,S082,28
R018933,2017-01-15,6,25,U0328,S074,43
R018934,2017-01-15,6,32,U0447,S038,26
R018935,2017-01-15,6,7,U0581,S036,15
R018936,2017-01-15,6,22,U0611,S059,41
R018937,2017-01-15,6,6,U0597,S086,44
R018938,2017-01-15,6,43,U0051,S039,43
R018939,2017-01-15,6,5,U0546,S069,55
R018940,2017-01-15,6,16,U0717,S039,57
R018941,2017-01-15,6,26,U0671,S068,28
R018942,2017-01-15,6,8,U0873,S046,18
R018943,2017-01-15,6,29,U0782,S086,54
R018944,2017-01-15,6,32,U0813,S051,58
R018945,2017-01-15,6,21,U0487,S100,44
R018946,2017-01-15,6,25,U0408,S080,50
R018947,2017-01-15,6,49,U0796,S095,16
R018948,2017-01-15,6,40,U0557,S040,30
R018949,2017-01-15,6,26,U0850,S039,54
R018950,2017-01-15,6,10,U0450,S043,54
R018951,2017-01-15,6,4,U0339,S011,28
R018952,2017-01-15,6,30,U0330,S090,31
R018953,2017-01-15,6,59,U0228,S034,40
R018954,2017-01-15,6,45,U0627,S023,50
R018955,2017-01-15,6,48,U0374,S016,40
R018956,2017-01-15,6,25,U0274,S081,25
R018957,2017-01-15,6,59,U0985,S048,18
R018958,2017-01-15,6,10,U0641,S060,60
R018959,2017-01-15,6,43,U0123,S018,45
R018960,2017-01-15,6,29,U0278,S080,36
R018961,2017-01-15,6,56,U0471,S096,28
R018962,2017-01-15,6,45,U0402,S076,51
R018963,2017-01-15,6,11,U0823,S012,22
R018964,2017-01-15,6,19,U0090,S033,53
R018965,2017-01-15,6,14,U0181,S017,20
R018966,2017-01-15,6,52,U0490,S049,57
R018967,2017-01-15,6,32,U0552,S092,55
R018968,2017-01-15,6,53,U0404,S008,52
R018969,2017-01-15,6,7,U0282,S062,27
R018970,2017-01-15,6,57,U0501,S009,50
R018971,2017-01-15,6,19,U0283,S029,25
R018972,2017-01-15,6,17,U0656,S026,48
R018973,2017-01-15,6,55,U0754,S075,58
R018974,2017-01-15,6,23,U0735,S011,51
R018975,2017-01-15,7,40,U0453,S069,13
R018976,2017-01-15,7,10,U0569,S022,12
R018977,2017-01-15,7,31,U0073,S069,29
R018978,2017-01-15,7,58,U0762,S022,18
R018979,2017-01-15,7,16,U0958,S045,20
R018980,2017-01-15,7,45,U0913,S080,25
R018981,2017-01-15,7,8,U0313,S052,15
R018982,2017-01-15,7,57,U0644,S053,10
R018983,2017-01-15,7,1,U0653,S035,21
R018984,2017-01-15,7,2,U0497,S006,21
R018985,2017-01-15,7,55,U0361,S079,20
R018986,2017-01-15,7,42,U0221,S099,17
R018987,2017-01-15,7,56,U0697,S005,15
R018988,2017-01-15,7,52,U0040,S079,13
R018989,2017-01-15,7,40,U0086,S005,22
R018990,2017-01-15,7,54,U0490,S077,30
R018991,2017-01-15,7,22,U0282,S079,27
R018992,2017-01-15,7,3,U0417,S057,20
R018993,2017-01-15,7,11,U0379,S057,21
R018994,2017-01-15,7,41,U0412,S032,20
R018995,2017-01-15,7,39,U0960,S036,10
R018996,2017-01-15,7,18,U0283,S080,14
R018997,2017-01-15,7,51,U0344,S094,22
R018998,2017-01-15,7,50,U0346,S035,29
R018999,2017-01-15,7,0,U0304,S070,19
R019000,2017-01-15,7,56,U0535,S079,21
R019001,2017-01-15,7,28,U0858,S052,10
R019002,2017-01-15,7,36,U0003,S022,21
R019003,2017-01-15,7,39,U0106,S040,26
R019004,2017-01-15,7,14,U0145,S079,16
R019005,2017-01-15,7,38,U0248,S089,22
R019006,2017-01-15,7,58,U0246,S077,11
R019007,2017-01-15,7,28,U0121,S040,24
R019008,2017-01-15,7,30,U0918,S070,15
R019009,2017-01-15,7,46,U0696,S005,14
R019010,2017-01-15,7,35,U0556,S084,27
R019011,2017-01-15,7,32,U0499,S019,26
R019012,2017-01-15,7,54,U0618,S020,19
R019013,2017-01-15,7,5,U0123,S007,28
R019014,2017-01-15,7,3,U0221,S026,28
R019015,2017-01-15,7,59,U0097,S040,16
R019016,2017-01-15,7,16,U0124,S036,28
R019017,2017-01-15,7,32,U0092,S099,14
R019018,2017-01-15,7,23,U0408,S026,27
R019019,2017-01-15,7,37,U0929,S006,30
R019020,2017-01-15,7,6,U0413,S019,27
R019021,2017-01-15,7,22,U0064,S022,23
R019022,2017-01-15,7,49,U0985,S036,22
R019023,2017-01-15,7,38,U0630,S032,26
R019024,2017-01-15,7,1,U0918,S034,28
R019025,2017-01-15,7,47,U0664,S079,26
R019026,2017-01-15,7,22,U0819,S026,10
R019027,2017-01-15,7,55,U0400,S052,13
R019028,2017-01-15,7,16,U0052,S084,10
R019029,2017-01-15,7,10,U0624,S034,22
R019030,2017-01-15,7,56,U0262,S045,30
R019031,2017-01-15,7,52,U0700,S052,20
R019032,2017-01-15,7,18,U0314,S070,15
R019033,2017-01-15,7,35,U0167,S032,26
R019034,2017-01-15,7,48,U0763,S053,21
R019035,2017-01-15,7,28,U0046,S006,19
R019036,2017-01-15,7,33,U0178,S052,19
R019037,2017-01-15,7,18,U0774,S057,16
R019038,2017-01-15,7,40,U0974,S078,11
R019039,2017-01-15,7,2,U0355,S036,20
R019040,2017-01-15,7,19,U0930,S099,15
R019041,2017-01-15,7,6,U0086,S052,16
R019042,2017-01-15,7,49,U0861,S035,23
R019043,2017-01-15,7,19,U0478,S035,13
R019044,2017-01-15,7,31,U0716,S005,18
R019045,2017-01-15,7,6,U0759,S026,13
R019046,2017-01-15,7,16,U0049,S078,23
R019047,2017-01-15,7,0,U0708,S007,17
R019048,2017-01-15,7,43,U0925,S034,30
R019049,2017-01-15,7,32,U0601,S060,24
R019050,2017-01-15,7,55,U0219,S022,10
R019051,2017-01-15,7,48,U0747,S022,24
R019052,2017-01-15,8,32,U0907,S078,28
R019053,2017-01-15,8,46,U0512,S080,18
R019054,2017-01-15,8,20,U0544,S019,14
R019055,2017-01-15,8,24,U0561,S019,16
R019056,2017-01-15,8,44,U0905,S045,26
R019057,2017-01-15,8,54,U0886,S088,11
R019058,2017-01-15,8,38,U0096,S060,15
R019059,2017-01-15,8,32,U0525,S040,12
R019060,2017-01-15,8,2,U0706,S070,15
R019061,2017-01-15,8,8,U0659,S088,18
R019062,2017-01-15,8,35,U0642,S040,20
R019063,2017-01-15,8,19,U0939,S096,27
R019064,2017-01-15,8,17,U0175,S020,14
R019065,2017-01-15,8,0,U0241,S035,18
R019066,2017-01-15,8,59,U0643,S007,25
R019067,2017-01-15,8,59,U0136,S096,10
R019068,2017-01-15,8,9,U0352,S057,26
R019069,2017-01-15,8,28,U0779,S019,10
R019070,2017-01-15,8,33,U0684,S052,25
R019071,2017-01-15,8,12,U0875,S060,11
R019072,2017-01-15,8,26,U0665,S057,28
R019073,2017-01-15,8,44,U0030,S035,15
R019074,2017-01-15,8,8,U0678,S057,24
R019075,2017-01-15,8,42,U0058,S069,26
R019076,2017-01-15,8,24,U0685,S022,30
R019077,2017-01-15,8,35,U0985,S036,21
R019078,2017-01-15,8,58,U0579,S052,24
R019079,2017-01-15,8,45,U0303,S078,18
R019080,2017-01-15,8,58,U0034,S032,16
R019081,2017-01-15,8,17,U0509,S034,23
R019082,2017-01-15,8,39,U0812,S084,19
R019083,2017-01-15,8,57,U0958,S084,15
R019084,2017-01-15,8,18,U0455,S026,20
R019085,2017-01-15,8,6,U0402,S022,18
R019086,2017-01-15,8,43,U0247,S036,15
R019087,2017-01-15,8,56,U0007,S007,19
R019088,2017-01-15,8,43,U0836,S005,24
R019089,2017-01-15,8,56,U0510,S019,11
R019090,2017-01-15,8,18,U0526,S094,15
R019091,2017-01-15,8,51,U0183,S007,22
R019092,2017-01-15,8,29,U0354,S005,29
R019093,2017-01-15,8,38,U0184,S022,13
R019094,2017-01-15,8,3,U0957,S079,30
R019095,2017-01-15,8,16,U0331,S099,20
R019096,2017-01-15,8,18,U0315,S088,19
R019097,2017-01-15,8,29,U0869,S099,22
R019098,2017-01-15,8,20,U0504,S069,22
R019099,2017-01-15,8,5,U0156,S060,23
R019100,2017-01-15,8,22,U0521,S026,29
R019101,2017-01-15,8,15,U0934,S080,30
R019102,2017-01-15,8,57,U0993,S019,14
R019103,2017-01-15,8,31,U0646,S088,10
R019104,2017-01-15,8,40,U0577,S034,25
R019105,2017-01-15,8,38,U0878,S070,15
R019106,2017-01-15,8,10,U0897,S079,28
R019107,2017-01-15,8,25,U0516,S086,24
R019108,2017-01-15,8,57,U0465,S007,14
R019109,2017-01-15,8,40,U0125,S034,14
R019110,2017-01-15,8,1,U0482,S007,17
R019111,2017-01-15,8,53,U0537,S006,13
R019112,2017-01-15,8,48,U0259,S007,26
R019113,2017-01-15,8,27,U0835,S007,30
R019114,2017-01-15,8,1,U0498,S084,24
R019115,2017-01-15,8,57,U0302,S020,10
R019116,2017-01-15,8,34,U0457,S006,26
R019117,2017-01-15,8,49,U0789,S088,23
R019118,2017-01-15,8,51,U0407,S007,17
R019119,2017-01-15,8,55,U0823,S078,16
R019120,2017-01-15,8,8,U0488,S053,19
R019121,2017-01-15,8,15,U0610,S088,18
R019122,2017-01-15,8,43,U0552,S035,21
R019123,2017-01-15,8,33,U0937,S053,17
R019124,2017-01-15,8,9,U0726,S034,28
R019125,2017-01-15,8,0,U0222,S080,24
R019126,2017-01-15,8,43,U0739,S069,21
R019127,2017-01-15,8,1,U0491,S007,11
R019128,2017-01-15,8,0,U0183,S036,27
R019129,2017-01-15,8,43,U0411,S079,15
R019130,2017-01-15,8,40,U0317,S057,28
R019131,2017-01-15,8,11,U0404,S070,30
R019132,2017-01-15,8,38,U0685,S052,10
R019133,2017-01-15,8,30,U0085,S019,16
R019134,2017-01-15,9,10,U0944,S070,21
R019135,2017-01-15,9,16,U0012,S070,30
R019136,2017-01-15,9,42,U0467,S053,11
R019137,2017-01-15,9,8,U0688,S007,26
R019138,2017-01-15,9,48,U0539,S006,16
R019139,2017-01-15,9,29,U0787,S060,24
R019140,2017-01-15,9,20,U0982,S080,18
R019141,2017-01-15,9,27,U0157,S019,17
R019142,2017-01-15,9,7,U0702,S086,14
R019143,2017-01-15,9,55,U0447,S060,11
R019144,2017-01-15,9,28,U0469,S045,11
R019145,2017-01-15,9,45,U0514,S026,22
R019146,2017-01-15,9,15,U0514,S020,10
R019147,2017-01-15,9,57,U0359,S099,30
R019148,2017-01-15,9,28,U0008,S099,27
R019149,2017-01-15,9,9,U0659,S099,17
R019150,2017-01-15,9,3,U0163,S019,10
R019151,2017-01-15,9,5,U0164,S032,30
R019152,2017-01-15,9,30,U0195,S078,24
R019153,2017-01-15,9,54,U0186,S032,25
R019154,2017-01-15,9,46,U0112,S053,17
R019155,2017-01-15,9,44,U0229,S099,23
R019156,2017-01-15,9,53,U0898,S086,22
R019157,2017-01-15,9,1,U0606,S080,25
R019158,2017-01-15,9,4,U0125,S036,21
R019159,2017-01-15,9,7,U0433,S080,26
R019160,2017-01-15,9,28,U0044,S079,21
R019161,2017-01-15,9,20,U0221,S094,28
R019162,2017-01-15,9,40,U0850,S022,26
R019163,2017-01-15,9,21,U0342,S007,24
R019164,2017-01-15,9,21,U0874,S086,25
R019165,2017-01-15,9,44,U0944,S034,12
R019166,2017-01-15,9,25,U0931,S040,20
R019167,2017-01-15,9,29,U0240,S079,24
R019168,2017-01-15,9,29,U0293,S040,17
R019169,2017-01-15,9,55,U0257,S089,17
R019170,2017-01-15,9,18,U0396,S035,17
R019171,2017-01-15,9,30,U0181,S034,20
R019172,2017-01-15,9,15,U0549,S053,17
R019173,2017-01-15,9,23,U0161,S020,26
R019174,2017-01-15,9,7,U0255,S020,16
R019175,2017-01-15,9,2,U0327,S057,25
R019176,2017-01-15,9,56,U0301,S005,28
R019177,2017-01-15,9,26,U0156,S080,11
R019178,2017-01-15,9,29,U0447,S006,15
R019179,2017-01-15,9,45,U0088,S094,17
R019180,2017-01-15,9,19,U0679,S034,27
R019181,2017-01-15,9,55,U0909,S060,28
R019182,2017-01-15,9,19,U0065,S099,19
R019183,2017-01-15,9,16,U0570,S077,11
R019184,2017-01-15,9,44,U0384,S099,20
R019185,2017-01-15,9,38,U0610,S079,23
R019186,2017-01-15,9,50,U0921,S078,29
R019187,2017-01-15,9,38,U0722,S077,19
R019188,2017-01-15,9,50,U0135,S057,24
R019189,2017-01-15,9,32,U0300,S088,22
R019190,2017-01-15,9,36,U0960,S034,13
R019191,2017-01-15,9,2,U0639,S086,29
R019192,2017-01-15,9,50,U0448,S034,15
R019193,2017-01-15,9,45,U0596,S022,24
R019194,2017-01-15,9,31,U0761,S099,26
R019195,2017-01-15,9,7,U0277,S022,13
R019196,2017-01-15,9,44,U0715,S079,14
R019197,2017-01-15,9,25,U0178,S036,11
R019198,2017-01-15,9,31,U0384,S077,24
R019199,2017-01-15,9,40,U0776,S079,29
R019200,2017-01-15,9,31,U0212,S094,30
R019201,2017-01-15,9,33,U0145,S053,22
R019202,2017-01-15,9,57,U0297,S026,14
R019203,2017-01-15,9,53,U0589,S006,18
R019204,2017-01-15,9,47,U0988,S026,27
R019205,2017-01-15,9,45,U0504,S057,11
R019206,2017-01-15,9,32,U0736,S034,28
R019207,2017-01-15,9,3,U0681,S060,29
R019208,2017-01-15,9,15,U0215,S094,21
R019209,2017-01-15,9,1,U0653,S088,15
R019210,2017-01-15,10,29,U0865,S090,48
R019211,2017-01-15,10,41,U0176,S001,96
R019212,2017-01-15,10,24,U0307,S017,60
R019213,2017-01-15,10,44,U0242,S058,119
R019214,2017-01-15,10,39,U0233,S033,114
R019215,2017-01-15,10,34,U0765,S018,103
R019216,2017-01-15,10,47,U0733,S010,99
R019217,2017-01-15,10,26,U0784,S024,80
R019218,2017-01-15,10,54,U0001,S072,56
R019219,2017-01-15,10,55,U0970,S023,103
R019220,2017-01-15,10,52,U0017,S010,42
R019221,2017-01-15,10,16,U0629,S014,110
R019222,2017-01-15,10,17,U0384,S097,34
R019223,2017-01-15,10,52,U0237,S058,83
R019224,2017-01-15,10,17,U0348,S002,52
R019225,2017-01-15,10,37,U0142,S033,33
R019226,2017-01-15,10,4,U0938,S095,65
R019227,2017-01-15,10,7,U0814,S090,84
R019228,2017-01-15,10,34,U0863,S093,88
R019229,2017-01-15,10,22,U0112,S010,101
R019230,2017-01-15,10,5,U0883,S093,83
R019231,2017-01-15,10,2,U0369,S082,55
R019232,2017-01-15,10,6,U0757,S058,35
R019233,2017-01-15,10,21,U0331,S097,58
R019234,2017-01-15,10,16,U0846,S097,99
R019235,2017-01-15,10,42,U0739,S073,38
R019236,2017-01-15,10,10,U0015,S023,79
R019237,2017-01-15,10,28,U0920,S013,104
R019238,2017-01-15,10,49,U0214,S016,38
R019239,2017-01-15,10,11,U0690,S098,103
R019240,2017-01-15,10,20,U0702,S013,62
R019241,2017-01-15,10,21,U0213,S076,99
R019242,2017-01-15,10,56,U0093,S091,80
R019243,2017-01-15,10,29,U0832,S003,91
R019244,2017-01-15,10,14,U0397,S098,35
R019245,2017-01-15,11,16,U0020,S004,69
R019246,2017-01-15,11,1,U0792,S059,33
R019247,2017-01-15,11,46,U0099,S093,82
R019248,2017-01-15,11,57,U0877,S023,80
R019249,2017-01-15,11,6,U0856,S029,101
R019250,2017-01-15,11,55,U0038,S093,79
R019251,2017-01-15,11,10,U0600,S068,87
R019252,2017-01-15,11,22,U0852,S090,102
R019253,2017-01-15,11,56,U0242,S082,103
R019254,2017-01-15,11,44,U0356,S010,63
R019255,2017-01-15,11,8,U0556,S068,46
R019256,2017-01-15,11,3,U0323,S037,30
R019257,2017-01-15,11,2,U0293,S063,117
R019258,2017-01-15,11,16,U0911,S015,78
R019259,2017-01-15,11,15,U0391,S013,45
R019260,2017-01-15,11,11,U0021,S097,57
R019261,2017-01-15,11,2,U0150,S009,90
R019262,2017-01-15,11,36,U0272,S082,84
R019263,2017-01-15,11,4,U0722,S076,107
R019264,2017-01-15,11,34,U0811,S017,98
R019265,2017-01-15,11,10,U0977,S059,51
R019266,2017-01-15,11,32,U0306,S002,54
R019267,2017-01-15,11,48,U0543,S051,87
R019268,2017-01-15,11,41,U0742,S024,78
R019269,2017-01-15,11,7,U0963,S001,40
R019270,2017-01-15,11,9,U0888,S093,101
R019271,2017-01-15,11,18,U0403,S008,46
R019272,2017-01-15,11,30,U0271,S009,70
R019273,2017-01-15,11,58,U0136,S001,107
R019274,2017-01-15,11,39,U0776,S002,56
R019275,2017-01-15,11,25,U0555,S003,33
R019276,2017-01-15,11,42,U0953,S076,99
R019277,2017-01-15,11,26,U0185,S076,93
R019278,2017-01-15,11,27,U0564,S093,96
R019279,2017-01-15,11,58,U0253,S024,93
R019280,2017-01-15,11,51,U0286,S011,102
R019281,2017-01-15,11,42,U0059,S091,33
R019282,2017-01-15,11,29,U0215,S015,106
R019283,2017-01-15,11,32,U0446,S066,38
R019284,2017-01-15,11,13,U0245,S018,52
R019285,2017-01-15,11,1,U0308,S076,94
R019286,2017-01-15,11,12,U0116,S029,39
R019287,2017-01-15,11,6,U0841,S008,52
R019288,2017-01-15,11,31,U0662,S098,40
R019289,2017-01-15,11,10,U0416,S093,50
R019290,2017-01-15,11,38,U0916,S082,81
R019291,2017-01-15,11,47,U0252,S004,57
R019292,2017-01-15,11,17,U0596,S018,70
R019293,2017-01-15,11,3,U0169,S016,101
R019294,2017-01-15,11,39,U0464,S016,44
R019295,2017-01-15,11,39,U0529,S051,76
R019296,2017-01-15,11,13,U0485,S004,85
R019297,2017-01-15,11,56,U0860,S090,91
R019298,2017-01-15,11,30,U0615,S009,39
R019299,2017-01-15,11,22,U0850,S017,34
R019300,2017-01-15,11,5,U0638,S023,52
R019301,2017-01-15,11,13,U0485,S014,79
R019302,2017-01-15,11,31,U0150,S015,51
R019303,2017-01-15,11,26,U0517,S076,51
R019304,2017-01-15,11,56,U0488,S029,120
R019305,2017-01-15,11,56,U0540,S037,71
R019306,2017-01-15,11,43,U0101,S058,43
R019307,2017-01-15,11,34,U0700,S029,107
R019308,2017-01-15,11,51,U0891,S055,55
R019309,2017-01-15,11,16,U0802,S037,54
R019310,2017-01-15,11,33,U0319,S037,70
R019311,2017-01-15,11,7,U0457,S076,83
R019312,2017-01-15,11,19,U0029,S015,46
R019313,2017-01-15,11,47,U0374,S072,94
R019314,2017-01-15,11,41,U0322,S091,66
R019315,2017-01-15,11,6,U0802,S082,67
R019316,2017-01-15,11,45,U0348,S016,59
R019317,2017-01-15,11,38,U0426,S037,92
R019318,2017-01-15,11,47,U0970,S037,116
R019319,2017-01-15,11,24,U0787,S072,53
R019320,2017-01-15,11,31,U0372,S073,99
R019321,2017-01-15,11,36,U0760,S008,53
R019322,2017-01-15,11,39,U0307,S073,94
R019323,2017-01-15,12,4,U0913,S011,78
R019324,2017-01-15,12,48,U0123,S015,72
R019325,2017-01-15,12,56,U0621,S016,32
R019326,2017-01-15,12,16,U0479,S076,115
R019327,2017-01-15,12,28,U0531,S015,71
R019328,2017-01-15,12,43,U0085,S058,96
R019329,2017-01-15,12,37,U0674,S033,65
R019330,2017-01-15,12,25,U0168,S037,101
R019331,2017-01-15,12,6,U0004,S097,68
R019332,2017-01-15,12,49,U0565,S058,39
R019333,2017-01-15,12,11,U0451,S051,111
R019334,2017-01-15,12,26,U0699,S001,64
R019335,2017-01-15,12,21,U0856,S024,103
R019336,2017-01-15,12,3,U0473,S001,52
R019337,2017-01-15,12,33,U0388,S072,46
R019338,2017-01-15,12,34,U0269,S097,98
R019339,2017-01-15,12,45,U0889,S051,58
R019340,2017-01-15,12,38,U0567,S093,71
R019341,2017-01-15,12,38,U0375,S013,81
R019342,2017-01-15,12,31,U0107,S054,34
R019343,2017-01-15,12,23,U0963,S029,120
R019344,2017-01-15,12,21,U0442,S068,47
R019345,2017-01-15,12,32,U0074,S076,47
R019346,2017-01-15,12,52,U0628,S072,105
R019347,2017-01-15,12,20,U0987,S014,59
R019348,2017-01-15,12,12,U0444,S024,75
R019349,2017-01-15,12,56,U0594,S059,38
R019350,2017-01-15,12,30,U0479,S072,40
R019351,2017-01-15,12,37,U0857,S082,114
R019352,2017-01-15,12,38,U0737,S091,92
R019353,2017-01-15,12,42,U0381,S017,68
R019354,2017-01-15,12,30,U0686,S097,95
R019355,2017-01-15,12,34,U0863,S001,111
R019356,2017-01-15,12,59,U0966,S072,81
R019357,2017-01-15,12,32,U0637,S051,54
R019358,2017-01-15,12,53,U0384,S009,83
R019359,2017-01-15,12,5,U0745,S066,109
R019360,2017-01-15,12,27,U0428,S017,61
R019361,2017-01-15,12,45,U0062,S093,99
R019362,2017-01-15,12,26,U0987,S001,35
R019363,2017-01-15,12,32,U0934,S063,74
R019364,2017-01-15,12,40,U0091,S068,98
R019365,2017-01-15,12,2,U0055,S016,62
R019366,2017-01-15,12,39,U0894,S063,80
R019367,2017-01-15,12,25,U0511,S076,34
R019368,2017-01-15,12,21,U0392,S049,90
R019369,2017-01-15,12,4,U0916,S001,30
R019370,2017-01-15,12,6,U0189,S098,114
R019371,2017-01-15,12,36,U0606,S003,63
R019372,2017-01-15,12,35,U0515,S073,59
R019373,2017-01-15,12,48,U0813,S018,73
R019374,2017-01-15,12,57,U0926,S073,115
R019375,2017-01-15,12,32,U0677,S013,119
R019376,2017-01-15,12,35,U0695,S015,43
R019377,2017-01-15,12,28,U0557,S011,92
R019378,2017-01-15,12,18,U0176,S082,77
R019379,2017-01-15,12,41,U0157,S059,107
R019380,2017-01-15,12,19,U0983,S033,54
R019381,2017-01-15,12,45,U0943,S093,40
R019382,2017-01-15,12,30,U0541,S001,86
R019383,2017-01-15,12,12,U0526,S018,50
R019384,2017-01-15,12,50,U0840,S063,84
R019385,2017-01-15,12,11,U0524,S008,38
R019386,2017-01-15,12,5,U0055,S037,34
R019387,2017-01-15,12,30,U0124,S055,99
R019388,2017-01-15,12,40,U0293,S049,116
R019389,2017-01-15,12,28,U0537,S029,63
R019390,2017-01-15,12,32,U0663,S002,71
R019391,2017-01-15,12,48,U0269,S016,80
R019392,2017-01-15,12,20,U0950,S009,55
R019393,2017-01-15,12,18,U0822,S058,112
R019394,2017-01-15,13,44,U0369,S023,87
R019395,2017-01-15,13,52,U0511,S015,105
R019396,2017-01-15,13,34,U0474,S073,49
R019397,2017-01-15,13,13,U0558,S058,33
R019398,2017-01-15,13,32,U0974,S049,35
R019399,2017-01-15,13,33,U0773,S009,101
R019400,2017-01-15,13,12,U0511,S008,71
R019401,2017-01-15,13,46,U0025,S051,62
R019402,2017-01-15,13,51,U0429,S068,80
R019403,2017-01-15,13,14,U0033,S058,60
R019404,2017-01-15,13,14,U0573,S014,43
R019405,2017-01-15,13,41,U0828,S076,84
R019406,2017-01-15,13,5,U0719,S073,65
R019407,2017-01-15,13,16,U0899,S004,82
R019408,2017-01-15,13,37,U0361,S009,35
R019409,2017-01-15,13,15,U0792,S055,81
R019410,2017-01-15,13,41,U0375,S059,117
R019411,2017-01-15,13,9,U0608,S015,81
R019412,2017-01-15,13,22,U0885,S059,111
R019413,2017-01-15,13,54,U0761,S063,69
R019414,2017-01-15,13,18,U0211,S097,102
R019415,2017-01-15,13,32,U0355,S093,55
R019416,2017-01-15,13,20,U0605,S009,50
R019417,2017-01-15,13,59,U0889,S093,60
R019418,2017-01-15,13,36,U0405,S004,92
R019419,2017-01-15,13,43,U0721,S058,72
